VMV_CODE,VARIABLE_CODE,VARIABLE,VARIABLE_FR,VARIABLE_TYPE,VARIABLE_TYPE_FR,UNIT_UNITÉ,UNIT_NAME,UNITÉ_NOM,METHOD_CODE,METHOD_TITLE,MÉTHODE_TITRE,,,,,,,,
1311,890,ZINC TOTAL,ZINC TOTAL,METAL,MÉTAUX,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,10356,BC MELP EMS CODE: F033 (ACID DIG: CENTRIFUGE ICPMS),CODE DU SSE DU MELP DE LA C.-B. : F033 (DIGESTION ACIDE : CENTRIFUGATION ICPMS),,,,,,,,
1312,814,SULPHATE DISSOLVED,SULFATES DISSOUS,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,10363,BC MELP CODE: X058: TURBIMETRIC,CODE DU MELP DE LA C.-B. : X058: TURBIMÉTRIQUE,,,,,,,,
1318,758,SALINITY,SALINITÉ,PHYSICAL,PHYSIQUE,PPT,PARTS PER TRILLION,PARTIE PAR TRILLION,10353,BC MELP EMD CODE: F011 SALINOMETER AND/OR  BC MELP EMS CODE: 1130 SALINOMETER,CODE DU SSE DU MELP DE LA C.-B. : F011 SALINOMÈTRE ET/OU CODE DU SSE DU MELP DE LA C.-B. : 1130 SALINOMÈTRE,,,,,,,,
1957,4345,BROMIDE,BROMURE,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,1891,IONS IN WATER BY IC,IONS DANS L'EAU PAR CI,,,,,,,,
1958,422,CHLORIDE,CHLORURES,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,1891,IONS IN WATER BY IC,IONS DANS L'EAU PAR CI,,,,,,,,
1959,625,NITROGEN KJELDAHL DISSOLVED,AZOTE KJELDAHL DISSOUS,NITROGEN,AZOTE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,3597,KJELDAHL NITROGEN BY COLORIMETRY ON AUTOANALYZER,AZOTE KJELDAHL PAR COLORIMÉTRIE SUR AUTOANALYSEUR,,,,,,,,
1961,1032,TOTAL SUSPENDED SOLIDS,SOLIDES EN SUPENSION TOTAUX,PHYSICAL,PHYSIQUE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,430,"TOTAL SUSPENDED SOLIDS GRAVIMETRIC. STANDARD METHODS 2540 D ""TOTAL SUSPENDED SOLIDS DRIED AT 103 TO 105°C""","MATIÈRES EN SUSPENSION TOTALES PAR GRAVIMÉTRIE - MÉTHODE STANDARD 2540 D ""MATIÈRES EN SUSPENSIONS TOTALES SÉCHÉES DE 103 À 105°C""",,,,,,,,
1962,511,FLUORIDE TOTAL,FLUORURE TOTAL,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,1891,IONS IN WATER BY IC,IONS DANS L'EAU PAR CI,,,,,,,,
1963,443,COLOUR TRUE,COULEUR VRAIE,PHYSICAL,PHYSIQUE,CTU,COLOUR TRUE UNITS,UNITÉ DE COULEUR VRAIE,312,COLOUR (TRUE) BY SPECTROMETER,COULEUR VRAIE PAR SPECTROMÉTRIE,,,,,,,,
1964,9177,HARDNESS TOTAL,DURETÉ TOTALE,PHYSICAL,PHYSIQUE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,313,TOTAL HARDNESS,DURETÉ TOTALE,,,,,,,,
1965,687,PH,PH,PHYSICAL,PHYSIQUE,PH,PH UNITS,UNITÉ DE PH,314,PH BY METER (AUTOMATED),PH AVEC PH MÉTRE (AUTOMATISÉE),,,,,,,,
1966,630,NITROGEN TOTAL ORGANIC,AZOTE ORGANIQUE TOTAL,NITROGEN,AZOTE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,319,TOTAL ORGANIC NITROGEN (CALCULATION),AZOTE ORGANIQUE TOTAL (CALCUL),,,,,,,,
1967,635,NITROGEN TOTAL,AZOTE TOTAL,NITROGEN,AZOTE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,315,TOTAL NITROGEN IN WATER BY COLOURIMETRY - PERSULFATE METHOD,AZOTE TOTAL DANS L'EAU PAR COLORIMÉTRIE - MÉTHODE AVEC LE PERSULFATE,,,,,,,,
1968,637,NITROGEN TOTAL DISSOLVED,AZOTE TOTAL DISSOUS,NITROGEN,AZOTE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,317,TOTAL DISSOLVED NITROGEN BY COLOUR - PERSULFATE METHOD,AZOTE DISSOUS TOTAL PAR COLORIMÉTRIE - MÉTHODE AVEC LE PERSULFATE,,,,,,,,
1969,605,AMMONIA TOTAL,AMMONIAC TOTAL,NITROGEN,AZOTE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,322,AMMONIA IN WATER BY FLUORESCENCE,AZOTE AMMONIACAL DANS L'EAU PAR PLUORESCENCE,,,,,,,,
1970,612,NITROGEN NITRITE,AZOTE NITRITES,NITROGEN,AZOTE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,1891,IONS IN WATER BY IC,IONS DANS L'EAU PAR CI,,,,,,,,
1971,617,TOTAL NITRATE,NITRATES TOTAUX,NITROGEN,AZOTE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,1891,IONS IN WATER BY IC,IONS DANS L'EAU PAR CI,,,,,,,,
1972,813,SULPHATE,SULFATES,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,1891,IONS IN WATER BY IC,IONS DANS L'EAU PAR CI,,,,,,,,
1973,626,NITROGEN KJELDAHL TOTAL,AZOTE KJELDAHL TOTAL,NITROGEN,AZOTE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,323,TKN IN WATER BY FLUORESCENCE,TKN DANS L'EAU PAR FLUORESCENCE,,,,,,,,
1974,475,CARBON DISSOLVED INORGANIC,CARBONE INORGANIQUE DISSOUS,CARBON,CARBONE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,3301,TOTAL AND DISSOLVED ORGANIC CARBON METHOD BY INFRARED GAS ANALYSER,CARBONE ORGANIQUE TOTAL ET DISSOUS AVEC ANALYSEUR AU GAZ INFRAROUGE,,,,,,,,
1975,485,CARBON TOTAL INORGANIC,CARBONE INORGANIQUE TOTAL,CARBON,CARBONE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,3301,TOTAL AND DISSOLVED ORGANIC CARBON METHOD BY INFRARED GAS ANALYSER,CARBONE ORGANIQUE TOTAL ET DISSOUS AVEC ANALYSEUR AU GAZ INFRAROUGE,,,,,,,,
1978,404,CALCIUM DISSOLVED/FILTERED,CALCIUM DISSOUS/FILTRÉ,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,333,DISSOLVED METALS IN WATER BY ICPOES,MÉTAUX DISSOUS DANS L'EAU PAR ICPOES,,,,,,,,
1979,581,MAGNESIUM DISSOLVED/FILTERED,MAGNÉSIUM DISSOUS/FILTRÉ,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,333,DISSOLVED METALS IN WATER BY ICPOES,MÉTAUX DISSOUS DANS L'EAU PAR ICPOES,,,,,,,,
1980,565,POTASSIUM DISSOLVED/FILTERED,POTASSIUM DISSOUS/FILTRÉ,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,333,DISSOLVED METALS IN WATER BY ICPOES,MÉTAUX DISSOUS DANS L'EAU PAR ICPOES,,,,,,,,
1981,600,SODIUM DISSOLVED/FILTERED,SODIUM DISSOUS/FILTRÉ,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,333,DISSOLVED METALS IN WATER BY ICPOES,MÉTAUX DISSOUS DANS L'EAU PAR ICPOES,,,,,,,,
2010,731,PHOSPHORUS TOTAL DISSOLVED,PHOSPHORE TOTAL DISSOUS,PHOSPHORUS,PHOSPHORE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,443,"TOTAL PHOSPHORUS BY COLOURIMETRY - ASCORBIC ACID REDUCTION METHOD.  THIS METHOD IS BASED OFF OF SM4500-P, SECTIONS A,B AND F.",,,,,,,,,
2011,437,COLOUR APPARENT,COULEUR APPARENTE,PHYSICAL,PHYSIQUE,REL UNITS,RELATIVE UNITS,UNITÉ RELATIVE,24,TRUE AND APPARENT COLOR - VISUAL COMPARISON WITH STANDARD COLOR SOLUTIONS (COBALT),COULEUR VRAIE ET COULEUR APPARENTE - COMPARAISON VISUELLE AVEC DES SOLUTIONS STANDARDS (COBALT),,,,,,,,
2021,443,COLOUR TRUE,COULEUR VRAIE,PHYSICAL,PHYSIQUE,REL UNITS,RELATIVE UNITS,UNITÉ RELATIVE,24,TRUE AND APPARENT COLOR - VISUAL COMPARISON WITH STANDARD COLOR SOLUTIONS (COBALT),COULEUR VRAIE ET COULEUR APPARENTE - COMPARAISON VISUELLE AVEC DES SOLUTIONS STANDARDS (COBALT),,,,,,,,
2034,817,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,PHYSICAL,PHYSIQUE,US/CM,MICROSIEMENS PER CENTIMETRE,MICROSIEMENS PAR CENTIMETRE,2418,CONDUCTIVITY WITH CONDUCTIVITY METER,CONSUCTIVITÉ MESURÉE AVEC CONDUCTIMÈTRE,,,,,,,,
2041,817,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,PHYSICAL,PHYSIQUE,US/CM,MICROSIEMENS PER CENTIMETRE,MICROSIEMENS PAR CENTIMETRE,32,SPECIFIC CONDUCTANCE USING A CONDUCTIVITY METER WITH PLATINUM ELECTRODES,CONDUCTIVITÉ SPÉCIFIQUE AVEC UN CONDUCTIMÈTRE AVEC ÉLECTRODES DE PLATINE,,,,,,,,
2055,3461,TEMPERATURE WATER (FIELD),TEMPÉRATURE EAU (TERRAIN),FIELD (DESCRIPTIVE),TERRAIN (DESCRIPTIF),DEG C,DEGREES CELSIUS,DEGRÉ CELSIUS,2097,WATER TEMPERATURE USING A THERMO COUPLE,TEMPÉRATURE AVEC UN THERMO COUPLE,,,,,,,,
2073,864,TURBIDITY,TURBIDITÉ,PHYSICAL,PHYSIQUE,JTU,JACKSON TURBIDITY UNITS,UNITÉ DE TURBIDITÉ JACKSON,46,TURBIDITY BY PHOTOMETRY ON HACH TURBIDIMETER,TURBIDITÉ PAR PHOTOMÉTRIE SUR TURBIDIMÈTRE HACH,,,,,,,,
2074,864,TURBIDITY,TURBIDITÉ,PHYSICAL,PHYSIQUE,NTU,NEPHELOMETRIC TURBIDITY UNITS,UNITÉ DE TURBIDITÉ NÉPHÉLOMÈTRIQUE,47,TURBIDITY BY NEPHELOMETRIC METHOD USING A HACH TURBIDIMETER (NTU UNITS),TURBIDITÉ PAR MÉTHODE NÉPHRÉLOMÉTRIQUE AVEC UN TURBIDIMÈTRE HACH (UNITÉS NTU),,,,,,,,
2081,864,TURBIDITY,TURBIDITÉ,PHYSICAL,PHYSIQUE,NTU,NEPHELOMETRIC TURBIDITY UNITS,UNITÉ DE TURBIDITÉ NÉPHÉLOMÈTRIQUE,54,TURBIDITY WITH HACH RATIO TURBIDIMETER MODEL 18900,TURBIDITÉ AVEC TURBIDIMÈTRE HACH MODÈLE 18900,,,,,,,,
2233,1658,NITRATE AND NITRITE (AS N),NITRATES ET NITRITES (EN TANT QUE N),NITROGEN,AZOTE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2134,NITRITE & NITRATE IN WATER (CALCULATION).  METHOD EPA 300.0,NITRITES ET NITRATES DANS L'EAU (CALCUL). MÉTHODE EPA 300.0,,,,,,,,
2235,487,CARBON TOTAL ORGANIC,CARBONE ORGANIQUE TOTAL,CARBON,CARBONE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2136,TOTAL ORGANIC CARBON BY COMBUSTION.  METHOD APHA 5310B TOTAL ORGANIC CARBON (TOC).,,,,,,,,,
2236,625,NITROGEN KJELDAHL DISSOLVED,AZOTE KJELDAHL DISSOUS,NITROGEN,AZOTE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2140,DISSOLVED KJELDAHL NITROGEN.  CALCULATION.,AZOTE KJELDAHL DISSOUS PAR CALCUL,,,,,,,,
2237,9138,NITRATE (NO3-N),NITRATES (NO3-N),NITROGEN,AZOTE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2142,NITRATE (AS N).  METHOD EPA 300.1,NITRATES (SOUS FORME N). MÉTHODE EPA 300.1,,,,,,,,
2239,836,TOTAL DISSOLVED SOLIDS,SOLIDES DISSOUS TOTAUX,PHYSICAL,PHYSIQUE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2148,TOTAL DISSOLVED SOLIDS BY GRAVIMETRIC. APHA 2540 C - GRAVIMETRIC,SOLIDES DISSOUS TOTAUX PAR GRAVIMÉTRIE. MÉTHODE APHA 2540 C - MÉTHODE GRAVIMÉTRIQUE,,,,,,,,
2240,626,NITROGEN KJELDAHL TOTAL,AZOTE KJELDAHL TOTAL,NITROGEN,AZOTE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2185,TOTAL KJELDAHL NITROGEN.  CALCULATION,AZOTE KJELDAHL TOTAL PAR CALCUL,,,,,,,,
2674,485,CARBON TOTAL INORGANIC,CARBONE INORGANIQUE TOTAL,CARBON,CARBONE,%,PERCENT,POURCENT,2597,"TOTAL CARBON, ORGANIC CARBON AND INORGANIC CARBON BY CHN ANALYSER","CARBONE, ORGANIQUE ET INORGANIQUE TOTAL AVEC ANALYSEUR CHN",,,,,,,,
3019,1716,"CARBON, TOTAL ORGANIC (NON PURGEABLE)","CARBONE, TOTAL ORGANIQUE (NON PURGEABLE)",PHYSICAL,PHYSIQUE,MG/L,MILLIGRAMS PER LITRE,,2695,ORGANIC AND INORGANIC CARBON  BY INFRARED ANALYSIS ON AN AUTOMATED SHIMADZU SYSTEM. PARTLY EMS CODE XCAL,CARBONE ORGANIQUE ET INORGANIQUE PAR ANALYSE INFRAROUGE UTILISANT UN SHIMADZU AUTOMATISÉ - CORRESPOND PARTIELLEMENT AU CODE EMS XCAL,,,,,,,,
3022,485,CARBON TOTAL INORGANIC,CARBONE INORGANIQUE TOTAL,CARBON,CARBONE,MG/L,MILLIGRAMS PER LITRE,,2695,ORGANIC AND INORGANIC CARBON  BY INFRARED ANALYSIS ON AN AUTOMATED SHIMADZU SYSTEM. PARTLY EMS CODE XCAL,CARBONE ORGANIQUE ET INORGANIQUE PAR ANALYSE INFRAROUGE UTILISANT UN SHIMADZU AUTOMATISÉ - CORRESPOND PARTIELLEMENT AU CODE EMS XCAL,,,,,,,,
6009,487,CARBON TOTAL ORGANIC,CARBONE ORGANIQUE TOTAL,CARBON,CARBONE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,96,CALCULATED TOTAL ORGANIC CARBON,,,,,,,,,
6010,487,CARBON TOTAL ORGANIC,CARBONE ORGANIQUE TOTAL,CARBON,CARBONE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,99,INORGANIC AND ORGANIC CARBON BY INFRARED ANALYSIS,CARBONE INORGANIQUE ET ORGANIQUE - ANALYSE PAR DÉTECTION INFRAROUGE,,,,,,,,
6101,478,CARBON DISSOLVED ORGANIC,CARBONE ORGANIQUE DISSOUS,CARBON,CARBONE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,95,INORGANIC AND ORGANIC CARBON USING INFRARED ANALYSIS; DUAL CHANNEL METHOD,CARBONE INORGANIQUE ET ORGANIQUE PAR DÉTECTION INFRAROUGE; MÉTHODE À DEUX CANAUX,,,,,,,,
6104,478,CARBON DISSOLVED ORGANIC,CARBONE ORGANIQUE DISSOUS,CARBON,CARBONE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,99,INORGANIC AND ORGANIC CARBON BY INFRARED ANALYSIS,CARBONE INORGANIQUE ET ORGANIQUE - ANALYSE PAR DÉTECTION INFRAROUGE,,,,,,,,
6700,417,CHLOROPHYLL A EXTRBLE.,CHLOROPHYLLE A EXTRACTIBLE,CHLOROPHYLL,CHLOROPHYLLE,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2564,CHLOROPHYLL A - COLORIMETRIC METHOD,CHLOROPHYLLE A - METHODE COLORIMÉTRIQUE,,,,,,,,
6901,490,CARBON PARTICULATE ORGANIC,CARBONE ORGANIQUE PARTICULAIRE,CARBON,CARBONE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,210,THERMAL CONDUCTIVITY METHOD FOR MEASURING PARTICULATE CO2 AND N2,MÉTHODE PAR CONDUCTIVITÉ THERMALE - DÉTERMINATION DE CO2 ET N2 PARTICULAIRES,,,,,,,,
6902,490,CARBON PARTICULATE ORGANIC,CARBONE ORGANIQUE PARTICULAIRE,CARBON,CARBONE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,210,THERMAL CONDUCTIVITY METHOD FOR MEASURING PARTICULATE CO2 AND N2,MÉTHODE PAR CONDUCTIVITÉ THERMALE - DÉTERMINATION DE CO2 ET N2 PARTICULAIRES,,,,,,,,
6912,490,CARBON PARTICULATE ORGANIC,CARBONE ORGANIQUE PARTICULAIRE,CARBON,CARBONE,%,PERCENT,POURCENT,210,THERMAL CONDUCTIVITY METHOD FOR MEASURING PARTICULATE CO2 AND N2,MÉTHODE PAR CONDUCTIVITÉ THERMALE - DÉTERMINATION DE CO2 ET N2 PARTICULAIRES,,,,,,,,
7010,626,NITROGEN KJELDAHL TOTAL,AZOTE KJELDAHL TOTAL,NITROGEN,AZOTE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,225,AMMONIA AND KJELDAHL NITROGEN BY AUTOMATED COLORIMETRIC METHOD,AZOTE AMMONIACAL ET AZOTE KJELDAHL - MÉTHODE COLORIMÉTRIQUE AUTOMATISÉE,,,,,,,,
7110,628,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,NITROGEN,AZOTE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,239,NITRITE AND/OR NITRATE BY COLORIMETRY ON AUTOANALYZER,NITRITES ET/OU NITRATES PAR COLORIMÉTRIE AVEC AUTOANALYSEUR,,,,,,,,
7315,615,DISSOLVED NITROGEN NITRATE,AZOTE DISSOUS NITRATES,NITROGEN,AZOTE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,267,DISSOLVED IONS BY ION CHROMATOGRAPHY,IONS DISSOUS PAR CHROMATOGRAPHIE IONIQUE,,,,,,,,
7540,604,AMMONIA DISSOLVED,AMMONIAC DISSOUS,NITROGEN,AZOTE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,225,AMMONIA AND KJELDAHL NITROGEN BY AUTOMATED COLORIMETRIC METHOD,AZOTE AMMONIACAL ET AZOTE KJELDAHL - MÉTHODE COLORIMÉTRIQUE AUTOMATISÉE,,,,,,,,
7556,604,AMMONIA DISSOLVED,AMMONIAC DISSOUS,NITROGEN,AZOTE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,288,AMMONIA BY MANUAL INDOPHENOL BLUE METHOD,AZOTE AMMONIACAL - MÉTHODE MANUELLE AVEC INDOPHÉNOL BLEU,,,,,,,,
7557,604,AMMONIA DISSOLVED,AMMONIAC DISSOUS,NITROGEN,AZOTE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,288,AMMONIA BY MANUAL INDOPHENOL BLUE METHOD,AZOTE AMMONIACAL - MÉTHODE MANUELLE AVEC INDOPHÉNOL BLEU,,,,,,,,
7562,604,AMMONIA DISSOLVED,AMMONIAC DISSOUS,NITROGEN,AZOTE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,219,AMMONIA AND KJELDAHL NITROGEN BY COLORIMETRY (BERTHELOT REACTION),AZOTE AMMONIACAL ET AZOTE KJELDAHL PAR COLORIMÉTRIE (RÉACTION DE BERTHELOT),,,,,,,,
7563,604,AMMONIA DISSOLVED,AMMONIAC DISSOUS,NITROGEN,AZOTE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,288,AMMONIA BY MANUAL INDOPHENOL BLUE METHOD,AZOTE AMMONIACAL - MÉTHODE MANUELLE AVEC INDOPHÉNOL BLEU,,,,,,,,
7601,635,NITROGEN TOTAL,AZOTE TOTAL,NITROGEN,AZOTE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,300,TOTAL AND DISSOLVED NITROGEN BY UV DIGESTION; COLORIMETRY ON AUTOANALYZER,AZOTE TOTAL ET DISSOUS PAR DIGESTION PAR LES UV; COLORIMÉTRIE AVEC AUTOANALYSEUR,,,,,,,,
7657,637,NITROGEN TOTAL DISSOLVED,AZOTE TOTAL DISSOUS,NITROGEN,AZOTE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2606,UNKNOWN,UNKNOWN,,,,,,,,
7901,632,NITROGEN PARTICULATE,AZOTE PARTICULAIRE,NITROGEN,AZOTE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,210,THERMAL CONDUCTIVITY METHOD FOR MEASURING PARTICULATE CO2 AND N2,MÉTHODE PAR CONDUCTIVITÉ THERMALE - DÉTERMINATION DE CO2 ET N2 PARTICULAIRES,,,,,,,,
7902,632,NITROGEN PARTICULATE,AZOTE PARTICULAIRE,NITROGEN,AZOTE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,210,THERMAL CONDUCTIVITY METHOD FOR MEASURING PARTICULATE CO2 AND N2,MÉTHODE PAR CONDUCTIVITÉ THERMALE - DÉTERMINATION DE CO2 ET N2 PARTICULAIRES,,,,,,,,
7912,629,NITROGEN PARTICULATE ORGANIC,AZOTE ORGANIQUE PARTICULAIRE,NITROGEN,AZOTE,%,PERCENT,POURCENT,210,THERMAL CONDUCTIVITY METHOD FOR MEASURING PARTICULATE CO2 AND N2,MÉTHODE PAR CONDUCTIVITÉ THERMALE - DÉTERMINATION DE CO2 ET N2 PARTICULAIRES,,,,,,,,
8102,659,OXYGEN DISSOLVED,OXYGÈNE DISSOUS,OXYGEN,OXYGÈNE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,325,DISSOLVED OXYGEN WITH DO METER,OXYGÈNE DISSOUS AVEC UN APPAREIL DE MESURE DE L'OD,,,,,,,,
9105,532,FLUORIDE DISSOLVED,FLUORURE DISSOUS,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,356,FLUORIDE ANALYSIS WITH SPECIFIC ION ELECTRODE,ANALYSE DE L'ION FLUORURE AVEC UNE ÉLECTRODE IONIQUE SPÉCIFIQUE,,,,,,,,
9117,532,FLUORIDE DISSOLVED,FLUORURE DISSOUS,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,361,FLUORIDE BY PHOTOMETRIC METHOD USING AUTO ANALYZER,ANALYSE DE L'ION FLUORURE - MÉTHODE PHOTOMÉTRIQUE AVEC AUTOANALYSEUR,,,,,,,,
9134,364,ALKALINITY TOTAL CACO3,ALCALINITÉ TOTALE CACO3,PHYSICAL,PHYSIQUE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,3738,ALKALINITY IN WATER BY TITRATION,ALCALINITÉ DANS L'EAU PAR TITRAGE,,,,,,,,
10101,364,ALKALINITY TOTAL CACO3,ALCALINITÉ TOTALE CACO3,PHYSICAL,PHYSIQUE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,363,TOTAL ALKALINITIY BY POTENTIOMETRIC TITRATION,ALCALINITÉ TOTALE PAR TITRAGE POTENTIOMÉTRIQUE,,,,,,,,
10110,363,ALKALINITY GRAN CACO3,ALCALINITÉ GRAN CACO3,PHYSICAL,PHYSIQUE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,372,GRAN ALKALINITY BY GRAN TITRATION,ALCALINITÉ GRAN PAR TITRAGE GRAN,,,,,,,,
10111,364,ALKALINITY TOTAL CACO3,ALCALINITÉ TOTALE CACO3,PHYSICAL,PHYSIQUE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,373,TOTAL ALKALINITY USING TITRO PROCESSOR,ALCALINITÉ TOTALE AVEC UN TITRO-PROCESSOR,,,,,,,,
10151,366,ALKALINITY PHENOLPHTHALEIN CACO3,ALCALINITÉ PHÉNOLPHTALÉINE CACO3,PHYSICAL,PHYSIQUE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,379,TOTAL ALKALINITIY BY POTENTIOMETRIC TITRATION,ALCALINITÉ TOTALE PAR TITRAGE POTENTIOMÉTRIQUE,,,,,,,,
10301,687,PH,PH,PHYSICAL,PHYSIQUE,PH,PH UNITS,UNITÉ DE PH,389,PH - ELECTROMETRIC METHOD,PH - MÉTHODE ÉLECTROMÉTRIQUE,,,,,,,,
10400,1032,TOTAL SUSPENDED SOLIDS,SOLIDES EN SUPENSION TOTAUX,PHYSICAL,PHYSIQUE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2568,TOTAL SUSPENDED SOLIDS - 103-105C DRIED,MATIÈRES TOTALES EN SUSPENSION - 103-105C,,,,,,,,
10401,749,RESIDUE NONFILTRABLE,RÉSIDUS NON-FILTRABLES,PHYSICAL,PHYSIQUE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,396,NONFILTRABLE RESIDUE BY GRAVIMETRIC METHOD,RÉSIDU NON-FILTRABLE - MÉTHODE GRAVIMÉTRIQUE,,,,,,,,
10406,749,RESIDUE NONFILTRABLE,RÉSIDUS NON-FILTRABLES,PHYSICAL,PHYSIQUE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,401,NONFILTRABLE RESIDUE BY GRAVIMETRIC METHOD,RÉSIDU NON-FILTRABLE - MÉTHODE GRAVIMÉTRIQUE,,,,,,,,
10501,747,RESIDUE FIXED NONFILTRABLE,RÉSIDUS FIXES NON-FILTRABLES,PHYSICAL,PHYSIQUE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,411,NONFILTRABLE FIXED RESIDUE BY GRAVIMETRIC METHOD,RÉSIDU NON-FILTRABLE FIXE - MÉTHODE GRAVIMÉTRIQUE,,,,,,,,
10601,542,HARDNESS TOTAL (CALCD.) CACO3,DURETÉ TOTALE (CALC.) CACO3,PHYSICAL,PHYSIQUE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,422,TOTAL HARDNESS - CALCULATED METHOD,DURETÉ TOTALE - MÉTHODE PAR CALCUL,,,,,,,,
10602,542,HARDNESS TOTAL (CALCD.) CACO3,DURETÉ TOTALE (CALC.) CACO3,PHYSICAL,PHYSIQUE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,423,TOTAL HARDNESS - CALCULATED METHOD,DURETÉ TOTALE - MÉTHODE PAR CALCUL,,,,,,,,
